,year,group,earn_perc_chng_from_total,group_legend
799,2014,diff_%_W_M_SC_total,0.07192807192807193,White + Male + Some College
800,2015,diff_%_W_M_SC_total,0.07142857142857142,White + Male + Some College
801,2016,diff_%_W_M_SC_total,0.04678362573099415,White + Male + Some College
802,2017,diff_%_W_M_SC_total,0.0641399416909621,White + Male + Some College
803,2018,diff_%_W_M_SC_total,0.06800766283524905,White + Male + Some College
804,2019,diff_%_W_M_SC_total,0.06542056074766354,White + Male + Some College
805,2020,diff_%_W_M_SC_total,0.018584070796460177,White + Male + Some College
806,1995,diff_%_W_M_BA_total,0.6008676789587852,White + Male + Bachelors Degree
807,1996,diff_%_W_M_BA_total,0.5698689956331878,White + Male + Bachelors Degree
808,1997,diff_%_W_M_BA_total,0.6142857142857143,White + Male + Bachelors Degree
809,1998,diff_%_W_M_BA_total,0.6441393875395988,White + Male + Bachelors Degree
810,1999,diff_%_W_M_BA_total,0.6601239669421488,White + Male + Bachelors Degree
811,2000,diff_%_W_M_BA_total,0.6496424923391215,White + Male + Bachelors Degree
812,2001,diff_%_W_M_BA_total,0.6134282807731435,White + Male + Bachelors Degree
813,2002,diff_%_W_M_BA_total,0.6632653061224489,White + Male + Bachelors Degree
814,2003,diff_%_W_M_BA_total,0.6044399596367306,White + Male + Bachelors Degree
815,2004,diff_%_W_M_BA_total,0.5821643286573146,White + Male + Bachelors Degree
816,2005,diff_%_W_M_BA_total,0.5901803607214429,White + Male + Bachelors Degree
817,2006,diff_%_W_M_BA_total,0.6115618661257607,White + Male + Bachelors Degree
818,2007,diff_%_W_M_BA_total,0.6474164133738601,White + Male + Bachelors Degree
819,2008,diff_%_W_M_BA_total,0.5674325674325674,White + Male + Bachelors Degree
820,2009,diff_%_W_M_BA_total,0.5783365570599613,White + Male + Bachelors Degree
821,2010,diff_%_W_M_BA_total,0.5009708737864078,White + Male + Bachelors Degree
822,2011,diff_%_W_M_BA_total,0.55,White + Male + Bachelors Degree
823,2012,diff_%_W_M_BA_total,0.5321463897131553,White + Male + Bachelors Degree
824,2013,diff_%_W_M_BA_total,0.5625,White + Male + Bachelors Degree
825,2014,diff_%_W_M_BA_total,0.5484515484515484,White + Male + Bachelors Degree
826,2015,diff_%_W_M_BA_total,0.5704225352112676,White + Male + Bachelors Degree
827,2016,diff_%_W_M_BA_total,0.6003898635477583,White + Male + Bachelors Degree
828,2017,diff_%_W_M_BA_total,0.5568513119533528,White + Male + Bachelors Degree
829,2018,diff_%_W_M_BA_total,0.4952107279693487,White + Male + Bachelors Degree
830,2019,diff_%_W_M_BA_total,0.5158878504672897,White + Male + Bachelors Degree
831,2020,diff_%_W_M_BA_total,0.5,White + Male + Bachelors Degree
832,1995,diff_%_W_M_AD_total,1.0824295010845988,White + Male + Advanced Degree
833,1996,diff_%_W_M_AD_total,1.1189956331877728,White + Male + Advanced Degree
834,1997,diff_%_W_M_AD_total,1.1142857142857143,White + Male + Advanced Degree
835,1998,diff_%_W_M_AD_total,1.1045406546990497,White + Male + Advanced Degree
836,1999,diff_%_W_M_AD_total,1.0960743801652892,White + Male + Advanced Degree
837,2000,diff_%_W_M_AD_total,1.0020429009193055,White + Male + Advanced Degree
838,2001,diff_%_W_M_AD_total,1.0976602238046795,White + Male + Advanced Degree
839,2002,diff_%_W_M_AD_total,1.1326530612244898,White + Male + Advanced Degree
840,2003,diff_%_W_M_AD_total,1.101917255297679,White + Male + Advanced Degree
841,2004,diff_%_W_M_AD_total,1.0901803607214429,White + Male + Advanced Degree
842,2005,diff_%_W_M_AD_total,1.0821643286573146,White + Male + Advanced Degree
843,2006,diff_%_W_M_AD_total,1.1206896551724137,White + Male + Advanced Degree
844,2007,diff_%_W_M_AD_total,1.0597771023302938,White + Male + Advanced Degree
845,2008,diff_%_W_M_AD_total,1.0679320679320679,White + Male + Advanced Degree
846,2009,diff_%_W_M_AD_total,1.02321083172147,White + Male + Advanced Degree
847,2010,diff_%_W_M_AD_total,1.0271844660194174,White + Male + Advanced Degree
848,2011,diff_%_W_M_AD_total,1.075,White + Male + Advanced Degree
849,2012,diff_%_W_M_AD_total,1.0524233432245302,White + Male + Advanced Degree
850,2013,diff_%_W_M_AD_total,1.0426587301587302,White + Male + Advanced Degree
851,2014,diff_%_W_M_AD_total,1.013986013986014,White + Male + Advanced Degree
852,2015,diff_%_W_M_AD_total,1.023138832997988,White + Male + Advanced Degree
853,2016,diff_%_W_M_AD_total,0.9892787524366472,White + Male + Advanced Degree
854,2017,diff_%_W_M_AD_total,1.0019436345966959,White + Male + Advanced Degree
855,2018,diff_%_W_M_AD_total,0.9655172413793104,White + Male + Advanced Degree
856,2019,diff_%_W_M_AD_total,0.9663551401869159,White + Male + Advanced Degree
857,2020,diff_%_W_M_AD_total,0.9230088495575222,White + Male + Advanced Degree
858,1995,diff_%_W_F_HS_total,-0.27114967462039047,White + Female + High School
859,1996,diff_%_W_F_HS_total,-0.2816593886462882,White + Female + High School
860,1997,diff_%_W_F_HS_total,-0.2703296703296703,White + Female + High School
861,1998,diff_%_W_F_HS_total,-0.2703273495248152,White + Female + High School
862,1999,diff_%_W_F_HS_total,-0.2727272727272727,White + Female + High School
863,2000,diff_%_W_F_HS_total,-0.29519918283963226,White + Female + High School
864,2001,diff_%_W_F_HS_total,-0.2777212614445575,White + Female + High School
865,2002,diff_%_W_F_HS_total,-0.2653061224489796,White + Female + High School
866,2003,diff_%_W_F_HS_total,-0.2623612512613522,White + Female + High School
867,2004,diff_%_W_F_HS_total,-0.2595190380761523,White + Female + High School
868,2005,diff_%_W_F_HS_total,-0.2785571142284569,White + Female + High School
869,2006,diff_%_W_F_HS_total,-0.2799188640973631,White + Female + High School
870,2007,diff_%_W_F_HS_total,-0.2857142857142857,White + Female + High School
871,2008,diff_%_W_F_HS_total,-0.2937062937062937,White + Female + High School
872,2009,diff_%_W_F_HS_total,-0.29497098646034814,White + Female + High School
873,2010,diff_%_W_F_HS_total,-0.3,White + Female + High School
874,2011,diff_%_W_F_HS_total,-0.275,White + Female + High School
875,2012,diff_%_W_F_HS_total,-0.29673590504451036,White + Female + High School
876,2013,diff_%_W_F_HS_total,-0.2986111111111111,White + Female + High School
877,2014,diff_%_W_F_HS_total,-0.2867132867132867,White + Female + High School
878,2015,diff_%_W_F_HS_total,-0.28772635814889336,White + Female + High School
879,2016,diff_%_W_F_HS_total,-0.30896686159844056,White + Female + High School
880,2017,diff_%_W_F_HS_total,-0.30612244897959184,White + Female + High School
881,2018,diff_%_W_F_HS_total,-0.3170498084291188,White + Female + High School
882,2019,diff_%_W_F_HS_total,-0.3233644859813084,White + Female + High School
883,2020,diff_%_W_F_HS_total,-0.3274336283185841,White + Female + High School
884,1995,diff_%_W_F_SC_total,-0.16702819956616052,White + Female + Some College
885,1996,diff_%_W_F_SC_total,-0.16703056768558952,White + Female + Some College
886,1997,diff_%_W_F_SC_total,-0.15384615384615385,White + Female + Some College
887,1998,diff_%_W_F_SC_total,-0.16367476240760295,White + Female + Some College
888,1999,diff_%_W_F_SC_total,-0.1621900826446281,White + Female + Some College
889,2000,diff_%_W_F_SC_total,-0.16649642492339123,White + Female + Some College
890,2001,diff_%_W_F_SC_total,-0.1607324516785351,White + Female + Some College
891,2002,diff_%_W_F_SC_total,-0.13673469387755102,White + Female + Some College
892,2003,diff_%_W_F_SC_total,-0.14833501513622604,White + Female + Some College
893,2004,diff_%_W_F_SC_total,-0.1523046092184369,White + Female + Some College
894,2005,diff_%_W_F_SC_total,-0.15831663326653306,White + Female + Some College
895,2006,diff_%_W_F_SC_total,-0.15314401622718052,White + Female + Some College
896,2007,diff_%_W_F_SC_total,-0.171225937183384,White + Female + Some College
897,2008,diff_%_W_F_SC_total,-0.1848151848151848,White + Female + Some College
898,2009,diff_%_W_F_SC_total,-0.19148936170212766,White + Female + Some College
899,2010,diff_%_W_F_SC_total,-0.2,White + Female + Some College
900,2011,diff_%_W_F_SC_total,-0.181,White + Female + Some College
901,2012,diff_%_W_F_SC_total,-0.19584569732937684,White + Female + Some College
902,2013,diff_%_W_F_SC_total,-0.2003968253968254,White + Female + Some College
903,2014,diff_%_W_F_SC_total,-0.2017982017982018,White + Female + Some College
904,2015,diff_%_W_F_SC_total,-0.20020120724346077,White + Female + Some College
905,2016,diff_%_W_F_SC_total,-0.19980506822612085,White + Female + Some College
906,2017,diff_%_W_F_SC_total,-0.20894071914480078,White + Female + Some College
907,2018,diff_%_W_F_SC_total,-0.2222222222222222,White + Female + Some College
908,2019,diff_%_W_F_SC_total,-0.23271028037383176,White + Female + Some College
909,2020,diff_%_W_F_SC_total,-0.23097345132743363,White + Female + Some College
910,1995,diff_%_W_F_BA_total,0.18329718004338394,White + Female + Bachelors Degree
911,1996,diff_%_W_F_BA_total,0.17576419213973798,White + Female + Bachelors Degree
912,1997,diff_%_W_F_BA_total,0.19230769230769232,White + Female + Bachelors Degree
913,1998,diff_%_W_F_BA_total,0.20485744456177402,White + Female + Bachelors Degree
914,1999,diff_%_W_F_BA_total,0.18698347107438015,White + Female + Bachelors Degree
915,2000,diff_%_W_F_BA_total,0.17364657814096016,White + Female + Bachelors Degree
916,2001,diff_%_W_F_BA_total,0.17497456765005087,White + Female + Bachelors Degree
917,2002,diff_%_W_F_BA_total,0.21428571428571427,White + Female + Bachelors Degree
918,2003,diff_%_W_F_BA_total,0.20282542885973764,White + Female + Bachelors Degree
919,2004,diff_%_W_F_BA_total,0.19438877755511022,White + Female + Bachelors Degree
920,2005,diff_%_W_F_BA_total,0.156312625250501,White + Female + Bachelors Degree
921,2006,diff_%_W_F_BA_total,0.18661257606490872,White + Female + Bachelors Degree
922,2007,diff_%_W_F_BA_total,0.182370820668693,White + Female + Bachelors Degree
923,2008,diff_%_W_F_BA_total,0.14985014985014986,White + Female + Bachelors Degree
924,2009,diff_%_W_F_BA_total,0.13733075435203096,White + Female + Bachelors Degree
925,2010,diff_%_W_F_BA_total,0.12524271844660195,White + Female + Bachelors Degree
926,2011,diff_%_W_F_BA_total,0.17,White + Female + Bachelors Degree
927,2012,diff_%_W_F_BA_total,0.13056379821958458,White + Female + Bachelors Degree
928,2013,diff_%_W_F_BA_total,0.15773809523809523,White + Female + Bachelors Degree
929,2014,diff_%_W_F_BA_total,0.17882117882117882,White + Female + Bachelors Degree
930,2015,diff_%_W_F_BA_total,0.1750503018108652,White + Female + Bachelors Degree
931,2016,diff_%_W_F_BA_total,0.1442495126705653,White + Female + Bachelors Degree
932,2017,diff_%_W_F_BA_total,0.1564625850340136,White + Female + Bachelors Degree
933,2018,diff_%_W_F_BA_total,0.1111111111111111,White + Female + Bachelors Degree
934,2019,diff_%_W_F_BA_total,0.1261682242990654,White + Female + Bachelors Degree
935,2020,diff_%_W_F_BA_total,0.1079646017699115,White + Female + Bachelors Degree
936,1995,diff_%_W_F_AD_total,0.6008676789587852,White + Female + Advanced Degree
937,1996,diff_%_W_F_AD_total,0.5720524017467249,White + Female + Advanced Degree
938,1997,diff_%_W_F_AD_total,0.6,White + Female + Advanced Degree
939,1998,diff_%_W_F_AD_total,0.5702217529039071,White + Female + Advanced Degree
940,1999,diff_%_W_F_AD_total,0.5723140495867769,White + Female + Advanced Degree
941,2000,diff_%_W_F_AD_total,0.5352400408580184,White + Female + Advanced Degree
942,2001,diff_%_W_F_AD_total,0.5178026449643948,White + Female + Advanced Degree
943,2002,diff_%_W_F_AD_total,0.5581632653061225,White + Female + Advanced Degree
944,2003,diff_%_W_F_AD_total,0.5438950554994955,White + Female + Advanced Degree
945,2004,diff_%_W_F_AD_total,0.5190380761523046,White + Female + Advanced Degree
946,2005,diff_%_W_F_AD_total,0.503006012024048,White + Female + Advanced Degree
947,2006,diff_%_W_F_AD_total,0.526369168356998,White + Female + Advanced Degree
948,2007,diff_%_W_F_AD_total,0.5116514690982776,White + Female + Advanced Degree
949,2008,diff_%_W_F_AD_total,0.5164835164835165,White + Female + Advanced Degree
950,2009,diff_%_W_F_AD_total,0.5174081237911026,White + Female + Advanced Degree
951,2010,diff_%_W_F_AD_total,0.5009708737864078,White + Female + Advanced Degree
952,2011,diff_%_W_F_AD_total,0.5,White + Female + Advanced Degree
953,2012,diff_%_W_F_AD_total,0.45004945598417406,White + Female + Advanced Degree
954,2013,diff_%_W_F_AD_total,0.5,White + Female + Advanced Degree
955,2014,diff_%_W_F_AD_total,0.47652347652347654,White + Female + Advanced Degree
956,2015,diff_%_W_F_AD_total,0.47484909456740443,White + Female + Advanced Degree
957,2016,diff_%_W_F_AD_total,0.48635477582846004,White + Female + Advanced Degree
958,2017,diff_%_W_F_AD_total,0.4742468415937804,White + Female + Advanced Degree
959,2018,diff_%_W_F_AD_total,0.4559386973180077,White + Female + Advanced Degree
960,2019,diff_%_W_F_AD_total,0.4336448598130841,White + Female + Advanced Degree
961,2020,diff_%_W_F_AD_total,0.4,White + Female + Advanced Degree
962,1995,diff_%_L_M_HS_total,-0.1876355748373102,Hispanic or Latino + Male + High School
963,1996,diff_%_L_M_HS_total,-0.20414847161572053,Hispanic or Latino + Male + High School
964,1997,diff_%_L_M_HS_total,-0.2,Hispanic or Latino + Male + High School
965,1998,diff_%_L_M_HS_total,-0.19640971488912354,Hispanic or Latino + Male + High School
966,1999,diff_%_L_M_HS_total,-0.20041322314049587,Hispanic or Latino + Male + High School
967,2000,diff_%_L_M_HS_total,-0.23595505617977527,Hispanic or Latino + Male + High School
968,2001,diff_%_L_M_HS_total,-0.1943031536113937,Hispanic or Latino + Male + High School
969,2002,diff_%_L_M_HS_total,-0.1683673469387755,Hispanic or Latino + Male + High School
970,2003,diff_%_L_M_HS_total,-0.03733602421796166,Hispanic or Latino + Male + High School
971,2004,diff_%_L_M_HS_total,-0.04909819639278557,Hispanic or Latino + Male + High School
972,2005,diff_%_L_M_HS_total,-0.06813627254509018,Hispanic or Latino + Male + High School
973,2006,diff_%_L_M_HS_total,-0.04462474645030426,Hispanic or Latino + Male + High School
974,2007,diff_%_L_M_HS_total,-0.047619047619047616,Hispanic or Latino + Male + High School
975,2008,diff_%_L_M_HS_total,-0.06493506493506493,Hispanic or Latino + Male + High School
976,2009,diff_%_L_M_HS_total,-0.08704061895551257,Hispanic or Latino + Male + High School
977,2010,diff_%_L_M_HS_total,-0.1,Hispanic or Latino + Male + High School
978,2011,diff_%_L_M_HS_total,-0.09,Hispanic or Latino + Male + High School
979,2012,diff_%_L_M_HS_total,-0.09594460929772503,Hispanic or Latino + Male + High School
980,2013,diff_%_L_M_HS_total,-0.1001984126984127,Hispanic or Latino + Male + High School
981,2014,diff_%_L_M_HS_total,-0.09490509490509491,Hispanic or Latino + Male + High School
982,2015,diff_%_L_M_HS_total,-0.08651911468812877,Hispanic or Latino + Male + High School
983,2016,diff_%_L_M_HS_total,-0.11208576998050682,Hispanic or Latino + Male + High School
984,2017,diff_%_L_M_HS_total,-0.11078717201166181,Hispanic or Latino + Male + High School
985,2018,diff_%_L_M_HS_total,-0.1111111111111111,Hispanic or Latino + Male + High School
986,2019,diff_%_L_M_HS_total,-0.14018691588785046,Hispanic or Latino + Male + High School
987,2020,diff_%_L_M_HS_total,-0.13982300884955753,Hispanic or Latino + Male + High School
988,1995,diff_%_L_M_SC_total,0.0,Hispanic or Latino + Male + Some College
989,1996,diff_%_L_M_SC_total,-0.019650655021834062,Hispanic or Latino + Male + Some College
990,1997,diff_%_L_M_SC_total,-0.03956043956043956,Hispanic or Latino + Male + Some College
991,1998,diff_%_L_M_SC_total,-0.04963041182682154,Hispanic or Latino + Male + Some College
992,1999,diff_%_L_M_SC_total,-0.02169421487603306,Hispanic or Latino + Male + Some College
993,2000,diff_%_L_M_SC_total,-0.0449438202247191,Hispanic or Latino + Male + Some College
994,2001,diff_%_L_M_SC_total,-0.03153611393692777,Hispanic or Latino + Male + Some College
995,2002,diff_%_L_M_SC_total,-0.0020408163265306124,Hispanic or Latino + Male + Some College
996,2003,diff_%_L_M_SC_total,0.1231079717457114,Hispanic or Latino + Male + Some College
997,2004,diff_%_L_M_SC_total,0.11823647294589178,Hispanic or Latino + Male + Some College
998,2005,diff_%_L_M_SC_total,0.09719438877755511,Hispanic or Latino + Male + Some College
999,2006,diff_%_L_M_SC_total,0.11764705882352941,Hispanic or Latino + Male + Some College
1000,2007,diff_%_L_M_SC_total,0.09827760891590678,Hispanic or Latino + Male + Some College
1001,2008,diff_%_L_M_SC_total,0.08691308691308691,Hispanic or Latino + Male + Some College
1002,2009,diff_%_L_M_SC_total,0.05222437137330754,Hispanic or Latino + Male + Some College
1003,2010,diff_%_L_M_SC_total,0.040776699029126215,Hispanic or Latino + Male + Some College
1004,2011,diff_%_L_M_SC_total,0.045,Hispanic or Latino + Male + Some College
1005,2012,diff_%_L_M_SC_total,0.01483679525222552,Hispanic or Latino + Male + Some College
1006,2013,diff_%_L_M_SC_total,0.00992063492063492,Hispanic or Latino + Male + Some College
1007,2014,diff_%_L_M_SC_total,0.03796203796203796,Hispanic or Latino + Male + Some College
1008,2015,diff_%_L_M_SC_total,0.04929577464788732,Hispanic or Latino + Male + Some College
1009,2016,diff_%_L_M_SC_total,0.028265107212475632,Hispanic or Latino + Male + Some College
1010,2017,diff_%_L_M_SC_total,0.01749271137026239,Hispanic or Latino + Male + Some College
1011,2018,diff_%_L_M_SC_total,0.02586206896551724,Hispanic or Latino + Male + Some College
1012,2019,diff_%_L_M_SC_total,0.025233644859813085,Hispanic or Latino + Male + Some College
1013,2020,diff_%_L_M_SC_total,0.0,Hispanic or Latino + Male + Some College
1014,1995,diff_%_L_M_BA_total,0.2809110629067245,Hispanic or Latino + Male + Bachelors Degree
1015,1996,diff_%_L_M_BA_total,0.3165938864628821,Hispanic or Latino + Male + Bachelors Degree
1016,1997,diff_%_L_M_BA_total,0.38351648351648354,Hispanic or Latino + Male + Bachelors Degree
1017,1998,diff_%_L_M_BA_total,0.42555438225976766,Hispanic or Latino + Male + Bachelors Degree
1018,1999,diff_%_L_M_BA_total,0.3977272727272727,Hispanic or Latino + Male + Bachelors Degree
1019,2000,diff_%_L_M_BA_total,0.3350357507660878,Hispanic or Latino + Male + Bachelors Degree
1020,2001,diff_%_L_M_BA_total,0.3550356052899288,Hispanic or Latino + Male + Bachelors Degree
1021,2002,diff_%_L_M_BA_total,0.3520408163265306,Hispanic or Latino + Male + Bachelors Degree
1022,2003,diff_%_L_M_BA_total,0.6044399596367306,Hispanic or Latino + Male + Bachelors Degree
1023,2004,diff_%_L_M_BA_total,0.5531062124248497,Hispanic or Latino + Male + Bachelors Degree
1024,2005,diff_%_L_M_BA_total,0.5601202404809619,Hispanic or Latino + Male + Bachelors Degree
1025,2006,diff_%_L_M_BA_total,0.5557809330628803,Hispanic or Latino + Male + Bachelors Degree
1026,2007,diff_%_L_M_BA_total,0.5795339412360689,Hispanic or Latino + Male + Bachelors Degree
1027,2008,diff_%_L_M_BA_total,0.5674325674325674,Hispanic or Latino + Male + Bachelors Degree
1028,2009,diff_%_L_M_BA_total,0.5174081237911026,Hispanic or Latino + Male + Bachelors Degree
1029,2010,diff_%_L_M_BA_total,0.5009708737864078,Hispanic or Latino + Male + Bachelors Degree
1030,2011,diff_%_L_M_BA_total,0.5,Hispanic or Latino + Male + Bachelors Degree
1031,2012,diff_%_L_M_BA_total,0.5074183976261127,Hispanic or Latino + Male + Bachelors Degree
1032,2013,diff_%_L_M_BA_total,0.5525793650793651,Hispanic or Latino + Male + Bachelors Degree
1033,2014,diff_%_L_M_BA_total,0.5004995004995005,Hispanic or Latino + Male + Bachelors Degree
1034,2015,diff_%_L_M_BA_total,0.5472837022132797,Hispanic or Latino + Male + Bachelors Degree
1035,2016,diff_%_L_M_BA_total,0.5360623781676414,Hispanic or Latino + Male + Bachelors Degree
1036,2017,diff_%_L_M_BA_total,0.5568513119533528,Hispanic or Latino + Male + Bachelors Degree
1037,2018,diff_%_L_M_BA_total,0.4952107279693487,Hispanic or Latino + Male + Bachelors Degree
1038,2019,diff_%_L_M_BA_total,0.47570093457943924,Hispanic or Latino + Male + Bachelors Degree
1039,2020,diff_%_L_M_BA_total,0.4469026548672566,Hispanic or Latino + Male + Bachelors Degree
1040,1995,diff_%_L_M_AD_total,0.8806941431670282,Hispanic or Latino + Male + Advanced Degree
1041,1996,diff_%_L_M_AD_total,0.8842794759825328,Hispanic or Latino + Male + Advanced Degree
1042,1997,diff_%_L_M_AD_total,0.6076923076923076,Hispanic or Latino + Male + Advanced Degree
1043,1998,diff_%_L_M_AD_total,0.7961985216473073,Hispanic or Latino + Male + Advanced Degree
1044,1999,diff_%_L_M_AD_total,0.9132231404958677,Hispanic or Latino + Male + Advanced Degree
1045,2000,diff_%_L_M_AD_total,0.8028600612870276,Hispanic or Latino + Male + Advanced Degree
1046,2001,diff_%_L_M_AD_total,0.6785350966429298,Hispanic or Latino + Male + Advanced Degree
1047,2002,diff_%_L_M_AD_total,0.789795918367347,Hispanic or Latino + Male + Advanced Degree
1048,2003,diff_%_L_M_AD_total,1.0504540867810293,Hispanic or Latino + Male + Advanced Degree
1049,2004,diff_%_L_M_AD_total,1.0901803607214429,Hispanic or Latino + Male + Advanced Degree
1050,2005,diff_%_L_M_AD_total,1.0501002004008015,Hispanic or Latino + Male + Advanced Degree
1051,2006,diff_%_L_M_AD_total,1.092292089249493,Hispanic or Latino + Male + Advanced Degree
1052,2007,diff_%_L_M_AD_total,1.0597771023302938,Hispanic or Latino + Male + Advanced Degree
1053,2008,diff_%_L_M_AD_total,1.037962037962038,Hispanic or Latino + Male + Advanced Degree
1054,2009,diff_%_L_M_AD_total,1.02321083172147,Hispanic or Latino + Male + Advanced Degree
1055,2010,diff_%_L_M_AD_total,1.0009708737864078,Hispanic or Latino + Male + Advanced Degree
1056,2011,diff_%_L_M_AD_total,0.999,Hispanic or Latino + Male + Advanced Degree
1057,2012,diff_%_L_M_AD_total,1.0049455984174085,Hispanic or Latino + Male + Advanced Degree
1058,2013,diff_%_L_M_AD_total,1.0188492063492063,Hispanic or Latino + Male + Advanced Degree
1059,2014,diff_%_L_M_AD_total,1.000999000999001,Hispanic or Latino + Male + Advanced Degree
1060,2015,diff_%_L_M_AD_total,1.0020120724346075,Hispanic or Latino + Male + Advanced Degree
1061,2016,diff_%_L_M_AD_total,0.9668615984405458,Hispanic or Latino + Male + Advanced Degree
1062,2017,diff_%_L_M_AD_total,1.000971817298348,Hispanic or Latino + Male + Advanced Degree
1063,2018,diff_%_L_M_AD_total,0.9444444444444444,Hispanic or Latino + Male + Advanced Degree
1064,2019,diff_%_L_M_AD_total,0.9663551401869159,Hispanic or Latino + Male + Advanced Degree
1065,2020,diff_%_L_M_AD_total,0.9230088495575222,Hispanic or Latino + Male + Advanced Degree
1066,1995,diff_%_L_F_HS_total,-0.3752711496746204,Hispanic or Latino + Female + High School
1067,1996,diff_%_L_F_HS_total,-0.35043668122270744,Hispanic or Latino + Female + High School
1068,1997,diff_%_L_F_HS_total,-0.36043956043956044,Hispanic or Latino + Female + High School
1069,1998,diff_%_L_F_HS_total,-0.34213305174234426,Hispanic or Latino + Female + High School
1070,1999,diff_%_L_F_HS_total,-0.3450413223140496,Hispanic or Latino + Female + High School
1071,2000,diff_%_L_F_HS_total,-0.3575076608784474,Hispanic or Latino + Female + High School
1072,2001,diff_%_L_F_HS_total,-0.3285859613428281,Hispanic or Latino + Female + High School
1073,2002,diff_%_L_F_HS_total,-0.3346938775510204,Hispanic or Latino + Female + High School
1074,2003,diff_%_L_F_HS_total,-0.27749747729566093,Hispanic or Latino + Female + High School
1075,2004,diff_%_L_F_HS_total,-0.27955911823647295,Hispanic or Latino + Female + High School
1076,2005,diff_%_L_F_HS_total,-0.2785571142284569,Hispanic or Latino + Female + High School
1077,2006,diff_%_L_F_HS_total,-0.29411764705882354,Hispanic or Latino + Female + High School
1078,2007,diff_%_L_F_HS_total,-0.2857142857142857,Hispanic or Latino + Female + High School
1079,2008,diff_%_L_F_HS_total,-0.3066933066933067,Hispanic or Latino + Female + High School
1080,2009,diff_%_L_F_HS_total,-0.316247582205029,Hispanic or Latino + Female + High School
1081,2010,diff_%_L_F_HS_total,-0.31650485436893205,Hispanic or Latino + Female + High School
1082,2011,diff_%_L_F_HS_total,-0.293,Hispanic or Latino + Female + High School
1083,2012,diff_%_L_F_HS_total,-0.32146389713155293,Hispanic or Latino + Female + High School
1084,2013,diff_%_L_F_HS_total,-0.30357142857142855,Hispanic or Latino + Female + High School
1085,2014,diff_%_L_F_HS_total,-0.3066933066933067,Hispanic or Latino + Female + High School
1086,2015,diff_%_L_F_HS_total,-0.306841046277666,Hispanic or Latino + Female + High School
1087,2016,diff_%_L_F_HS_total,-0.3148148148148148,Hispanic or Latino + Female + High School
1088,2017,diff_%_L_F_HS_total,-0.3177842565597668,Hispanic or Latino + Female + High School
1089,2018,diff_%_L_F_HS_total,-0.3333333333333333,Hispanic or Latino + Female + High School
1090,2019,diff_%_L_F_HS_total,-0.34579439252336447,Hispanic or Latino + Female + High School
1091,2020,diff_%_L_F_HS_total,-0.347787610619469,Hispanic or Latino + Female + High School
1092,1995,diff_%_L_F_SC_total,-0.23210412147505424,Hispanic or Latino + Female + Some College
1093,1996,diff_%_L_F_SC_total,-0.24672489082969432,Hispanic or Latino + Female + Some College
1094,1997,diff_%_L_F_SC_total,-0.2,Hispanic or Latino + Female + Some College
1095,1998,diff_%_L_F_SC_total,-0.23970432946145723,Hispanic or Latino + Female + Some College
1096,1999,diff_%_L_F_SC_total,-0.246900826446281,Hispanic or Latino + Female + Some College
1097,2000,diff_%_L_F_SC_total,-0.23595505617977527,Hispanic or Latino + Female + Some College
1098,2001,diff_%_L_F_SC_total,-0.23092573753814852,Hispanic or Latino + Female + Some College
1099,2002,diff_%_L_F_SC_total,-0.20204081632653062,Hispanic or Latino + Female + Some College
1100,2003,diff_%_L_F_SC_total,-0.16548940464177597,Hispanic or Latino + Female + Some College
1101,2004,diff_%_L_F_SC_total,-0.16432865731462926,Hispanic or Latino + Female + Some College
1102,2005,diff_%_L_F_SC_total,-0.17034068136272545,Hispanic or Latino + Female + Some College
1103,2006,diff_%_L_F_SC_total,-0.16734279918864098,Hispanic or Latino + Female + Some College
1104,2007,diff_%_L_F_SC_total,-0.1752786220871327,Hispanic or Latino + Female + Some College
1105,2008,diff_%_L_F_SC_total,-0.1848151848151848,Hispanic or Latino + Female + Some College
1106,2009,diff_%_L_F_SC_total,-0.21083172147001933,Hispanic or Latino + Female + Some College
1107,2010,diff_%_L_F_SC_total,-0.21941747572815534,Hispanic or Latino + Female + Some College
1108,2011,diff_%_L_F_SC_total,-0.2,Hispanic or Latino + Female + Some College
1109,2012,diff_%_L_F_SC_total,-0.20870425321463898,Hispanic or Latino + Female + Some College
1110,2013,diff_%_L_F_SC_total,-0.2123015873015873,Hispanic or Latino + Female + Some College
1111,2014,diff_%_L_F_SC_total,-0.2137862137862138,Hispanic or Latino + Female + Some College
1112,2015,diff_%_L_F_SC_total,-0.2152917505030181,Hispanic or Latino + Female + Some College
1113,2016,diff_%_L_F_SC_total,-0.22709551656920077,Hispanic or Latino + Female + Some College
1114,2017,diff_%_L_F_SC_total,-0.22157434402332363,Hispanic or Latino + Female + Some College
1115,2018,diff_%_L_F_SC_total,-0.2442528735632184,Hispanic or Latino + Female + Some College
1116,2019,diff_%_L_F_SC_total,-0.24205607476635513,Hispanic or Latino + Female + Some College
1117,2020,diff_%_L_F_SC_total,-0.2398230088495575,Hispanic or Latino + Female + Some College
1118,1995,diff_%_L_F_BA_total,0.09327548806941431,Hispanic or Latino + Female + Bachelors Degree
1119,1996,diff_%_L_F_BA_total,0.1539301310043668,Hispanic or Latino + Female + Bachelors Degree
1120,1997,diff_%_L_F_BA_total,0.15164835164835164,Hispanic or Latino + Female + Bachelors Degree
